text,three,five,seven
 லோவ் யூ அக்கா,0,0,0
 ஸ்வீதா கீ எங்க விட்டுள்ள இருகுறவங்கள வேற சொல்லலநே தானே பிரீடம் இஸ்டம் நூ சோன்னா எங்க விட்டுள்ள உள்ளவங்கள சொன்னங்கபிரீடம் நா ஏடு வெணுமணும் செய்வுய நூ கேட்டின்பிரீடம் நா விருப்பப்பட்ட டிரஸ் இல்லாமா போவியனு கேட்டின்லூசி இத குடா புருஞ்சுக கேட்ட உண்ணாகு உண்ணாகு தான் கேட்டா புதி,0,0,0
 துப்பு கட்டா பொழபு,0,0,0
 எதி தேவடிய நிரய செச்சுவல் திசிஸ் வரும் டீ மெடிகல் பெல்ட் லா பொய் பேறு,0,0,0
 எண்ணகு இந்த பிராங்க் ஆய் வேட் பன்னோடன எண்ணகு அம்மாயா பீல் வருது இந்த டிரான்சிந்தர் எண்ணகு எதோ எங்கோ அம்மா வா இருகுகா,0,0,0
 நை மோதல பயன பொன்ன🤔🤔,0,0,0
 பெயின்புட்ஸ் லெனி நானி மதிரி அளிங்கள கீ9மண்ட் பென்னா வித்திங்க,0,0,0
 சாந்தினி ராஹிம் இவங்க தான் உலகம் அழிய காரணமா திஸ் ஐஸ் நாட் கிரிமி அழிங்களும் இவங்க தான் அழிவங்க தே அரி நாட் ஹார்ம்புல் டோ அந்யன்,0,0,0
 வேற லேவில் அக்கா,0,0,0
 ஹீ ப்ராட்ஸ் யாம் கார்த்திக் ஐஸ் மே கே எண்கு உண்மய லோவ் பண்ணை மரா பண்ணிகனும் அசாய் இருகுகு யரசு இருகிங்கின்ள,0,0,0
 திஸ் ஐஸ் நோர்மல்  உனகு இஸ்டம் இல்லய நை எய் அத பனுற  உண லோவ் பான குடாது கல்யாணம் பான குடாது நூ யரசு சோனா நை கெப்டியா  இது அவேக அவேக இஸ்டம்  சில்ட் ரப் ஆக் வேதா இது ஒனும் கேவளம் இல்ல  மிர்ஜ் பனேட்டு இவ்லோ பெறு கலகதல் பனேட்டு அசிகாம இருகாக அத வேதா 377 ஒனும் கேவளம் இல்ல  ஐஸ்மே நாட் ஆய் ஒமோசச்சுவால் பெர்சன் பட் இந்த மதிரி எறுகேவகள கேவளமா பேசுரதுகு முனாடி நம்பா லச்சநாத பகனும் பர்ஸ்ட்,0,4,6
 போரோ பாஸ்டா பார்ட் 2 உப்ளோடைட் பணுக,0,0,0
 டி காமிங் 😊👍,0,0,0
 இதன் நமகும் அவ்களுக்கும் இருக்குற விதியாசம் அவ்களுக்கு இருக்குற மனசு குடா நமக்கு இருக்கது அந்த அன்ன கேட்டகனு ரோட் லா ஏ ஏறு இருக்ககனு குடா பக்கமா டென்சி பன்றாக❤️ ரெஸ்பெக்ஸ் டிரான்சிந்தர் ❤️😭,0,0,0
 சீர் காமெடி பன்றர் அம்😂 நே ஏறு டா மோரல் போலிசிங் பன்றதுக்கு அவான் அவனுகு பிடிச்சவன் குடா போரன் போல உனகு பிடிகள நா நை பப்ளிக் பிளேச்ஸ் கூ வராத மூடிட்டு வீட்ட உகரு,0,0,0
 இந்த பிளைகளையில்மம் கப்பதானும் குடும்பம்ண அப்பாஅம்மாஅன்னஅக்காதாம்பிமருமகன்மருமகள்அப்பா மகளோடு படுக கேட்கமகன் அம்மாவோடா படுக கேட்க பிரீடுமண் சொல்லிட்டு எல்லாரும் அல்லாரோடு படுக கேட்கநலைக்கு இதேயும் லேகல் அக்குவனுக இந்த அம்பீடர்க்கர் எண் நீக்கவில்லைஹிஸ்டரி நடந்துயெல்லாம் நல்லதுணு சொல்ல கேட்கஇதற்கு ஓர் திர்வு பெட்ரார்கள் பிள்ளைகள சரியா வழகனும் இல்லினா இப்படித்த,0,4,6
 அக்கா சேமா கேட் ஆக் இருகிங்க,0,0,0
 ஐஸ் அக்ரி  இத்தலம் பெரிய இசு ஆகதிங்க படிகதா முடா கூதிங்க அவங்க பிலிங்ஸ் ஏ புரிஞ்சிகாத கோமாட்டிங்க தான் ஒப்போஸ் பானும்,0,0,0
