,texts,five
327,I love u lgbtq,3
328,"Ealla prank um sirikka vaikkum but  ethu azha vachi ,sinthikka vaikkithu😨",0
329,Bro unga videos nallarukku but don't do prank bro eena varavanga epdi evlo kashtathula varanganu theriyathu pavam bro athe mari neenga neraya help panringa nalla vishyam ana atha oru video va eduthu youtube lalla post pannathinga because neenga help panringallla avangala athu innu guiltya feel panna vakum namma kitta illanuthana ivangalla ipdi pannranganu so plss apdi pannathinga,0
330,👏👏👏👏👏👏👏👏🙏🙏🙏🙏🙏🙏🙏 saliut thalivaa,0
331,I juz luv ur attitude malini; ... In luv wid u....😘😍,3
332,Pa inda elaingalku sapadu kudukaringalae anda madri manasu inda olagatoda minute thala,0
333,Neenga romba azhaga irukinga sister,0
334,Kandipa Intha video ellarukum reachana nallarukum,0
335,Rithvika maadri irrukaanga,0
336,"Hi sir, I like you.",0
337,Eenra pozhudum perithuvakkum unnai ?????,0
338,@BSM  unga Amma... appa kitta poi sollu en kitta edhuku soldra goyyakka,0
339,2 girls with 1 boy epdi irukkum super la 😍 ( 3 perukkum understanding irukkanum ),0
340,wow 🔥🔥🔥 wow; Nice you 🔥🔥🔥🔥,0
341,Super bro 🙏,0
342,Prabhu Prabhu ungala than kuttitu poganum,0
343,@Raja .R  Hi bro.,0
344,Time irunta linenukku vanga.OK va machi.,0
345,Semma Semma bro ....saluted......,0
346,En sister Kita solitan ena purinchikitta iam likei person,0
347,Bro nalla pannirukinga bro 🎉👍,0
348,Ipdi irukura nalathan ungala mathikama mithikanga .. Thu.... avlo irukuna poi sambathinga Naigala.. Ali saniyangala chi Thu....,0
349,Wow wow super,0
350,So funny liftick hahaahha,0
351,Ohh kooti koduthuduva nariya experience pola. Nalla businessoo poda dei,0
352,Niraya videos podukanga bro please,0
353,Super 👌 akka❤️❤️,0
354,Super bro vera level ka,0
355,Antha manusu than sir kadaul🙏🙏🙏🙏🙏🙏,0
356,Bro Part 2 eppa varum Im eggsiting in part 2 video see Bro,0
357,Na irupen amma appa va👍👍👍👌👌👌👌👌,0
358,My favorite move,0
359,Yesu- congratulations. You are doing great jobs,3
360,Aei.  Loosu..un ishtathuku pesathay,0
361,Ponunga aamabalanga thappa senja athu ellaraiyum baathikaathu...athanaal ivargalai vaithu ellaraiyum thappa ninaikaathinga,4
362,saravanan subbramani  😡😡😠,0
363,Akka semma cute ah irukinga...,0
364,un thangachi ella un ponnu lesbian ya eruka yen valthukal😊,0
365,Ivar  kalukku  vealai  seivatharkku  paerichi   kodukkalame,0
366,Vera level  act bro,0
367,idu gay makkalukkana urimai.so avangalukaha mattum idu kutramilla endu than sattam varanum.,4
368,I love you  sister  nalla manasuku ungaluku😍😍😍😍,0
369,Bro super 🙏🙏🙏👍,0
370,Will Com yen romba kolaikura,0
371,Prakash Durairaj  ni ipdi peasuravanu therijurutha unga Appa manusagala mathikiravagala irutha una peathuruka mataga . my comment ni pearathuruka veanaum thonuthu becs ni avagala manusagala paru,0
372,Hiii bro  therikaviduram😍,0
373,Kangal Kaneer kulamagivitathu sagothari ungal Anbil meisilirthu ponen kadavul ungalai aasirvathikattum,0
374,Kirukku punda mari prank iruku.. avunghala edhuku prank paniruka!!!,0
375,5:56 yarupa nee engirunthu vanthaaaa😅,0
376,adra sakka... ur my sissy...,0
377,dai ne poi unna paru da ne oru animal,1
378,Ellathaiyum sollalapa oru sila per ipadithaan panranga.ipadi oruthrku help pana poi naan matikiten ipa dollunga help panuna en mela thappa illa elathuyum pudingikita avanga mela thappa,4
379,Oru thavarai innoru thavaraal sari seiye mudiyathu bro. Ethirkaalathil innum kulappangal varum...,0
380,@Tata Bolt C  puriyalaiye,0
381,@Mohamed Sameer namma renduperum ok va?,0
382,ji this is not a prank really she has a good heart aduthavanga kastapadakudathunu ninaikira manusangala pakurathu romba arithu. these peoples are nadamadum kadavul.,3
383,Title la irukra transgender ha remove panunga plz.,0
384,"Nan straight paiyan ma, un boyish strong attitude ah paatha enakke poramaiya irukku, nee semmaya irukkanam 😎💪💖👌👍",3
385,Aaru arivu irukura naalatha seirangada .. Vendru.. ..,0
386,Bro part 2 enga bro.....1 year aagum pola neenga movie Mathiri konjam fastta podu bro...,0
387,Yadi thevadiya ...Niraya sexual disease varum di ....Medical field la poi paru....,1
388,Video super nanba nalla pannuga💐💐,0
389,Nangal thirunangaigal entha video engalukku santhosamaga erukku thanks neraiya videos podunga,0
390,Nan gay than,0
391,Eanaikku gay love roimpa pediikkum anna 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗,3
392,unnatural phenomenon eh ei kaatuvaasi poi mothala padichu thola ....muttaal,1
393,@Fowzil Rahman   idhuku per dha ignorance.. Mela oruthan irukan na en ipd padachan nu solu da... Avanuku power eh ilaya.. Un kadavul ah ipd humans ah padaika venam nu solu po.. Idhu iyarkai ila seyarkai nu unaku theriuma.. Un nambikai ah unoda vechuka,4
394,Hyyy broo Mahesh Babu,0
395,SMART SEX MAD,0
396,Cha avanga vera level pa......😇😍🔥🌹,0
397,nithya boopathi ataan ma thiru nagai,0
398,Bro ong nlalla manasukku neenga engaiyo povinga,0
399,worlds comes to end soon.... ivala madhiri koothiyelam mudhala tamil natta vitu veliya thorathuna pothum... un amma vera oruthi koda pooi iruntha ne irunthiruka mata,1
400,anga pesaraveenga antha person romba buthisalimari pesaranga. ana ithanudaiya villaivu ennanu ungalluku aparamthan theriyum. please intha mathiri pannatheenga intha asigatha pannatheenga. stupid mari pannatheengga. ithaellam godnu orutharu pathutu irukaru. avaru kandipa intha manuchana padaichathuku romba kavala paduvaru. god (jesus) ungala thallivachara . neenga ithaellathuku ungaluku mula use aguthu. ana ungalukangayum orutharu irukarunu neinaika. manuchan yethukumae laikae illanu adikadi neenga proof pannireenga. please thaiava seichu stop pannuga. avangala yenkita vanthu pesa solluka. jesus is coming soon,1
401,Big salute bro,0
402,Omg I just loved her attitude... Vera level maa,0
403,ithellam oru polappada?,0
404,"Akka onnu sonnangaa chance kadikira varekkum tha straight, chance kedecha yarukku teriyummmm 🙏 singapenn is always singapenn-uu",0
405,@Sivarama Subramanian  namazavar,0
406,@malwatta asvita  😁😂🤣😅🤗🤔,0
407,Pavom that akka,0
408,CRT aa soniga...it's aa nature ...,0
409,Very very good,0
410,Thirunangai la yellarum ipdi kidaiyadhu sila nalavangalum irukanga. Aana ipdi panravangala la dhan ozhunga irukavangalukum ketta peru varudhu.,4
411,"Mattavangaloda rights, yaarum stop pannakudathu, pudichavan pudichavangaloda irrukattum athula mattavankalakku enna prechanai.",3
412,Gurl! U slay!,0
413,Sema sola varathai illa,0
414,Super bro 👌,0
415,Yenaku ippadi oru lover illa,0
416,Unmaiya solungha ungha views kakgha thana ipadipanrengha,0
417,"Hi mam, sema ... Nenga ivlo explain panna vendiya avashiyame illa , arivu irukravangaluku manusanoda unmaiyana feelings purium... Love u mam, love you so much...",3
418,😂😂 super na💥💥,0
419,Intha mundaya lol,0
420,Ivanga soldratha purunjukkave mudiyala. Ippo pudhusa keakuranaala namakku adhu asingama thonuthu. But after we all accept it . and Indian black ah tha irundhanga adhu namma culture but fair and lovely pottu white aaga virumburanga why America la irukavanga white ah alaga irukanga adhunaala. I accept that law .but holy bible and kurhan and bahavath geethai ellathulaum idhu thappunnu irukku.,1
421,Yow saitiyama aluga  vanthuduchi...,0
422,Yov ni  Periya Aal ya ennaye azha vachita,0
423,Culture culture solluranka first kovil la irukura sitpankala poi parunka da aathi kalathula irukuratha thane sitpama panni irukanka,0
424,Vera level bro keep it up,0
425,vera level thalaivaaa,0
426,Super sir but socaity yeathuka matranga,0
427,Cycle gap la sindhu Matikittaya🐱🐱🐱🐱⛈😂😂😂,0
428,Behave as if so smart. Smart a badhil sonnaa budhisaaliya. Asingam. Adhukooda puriyaadha muttaal.,0
429,subkrybe illa subscribe😂,0
430,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta potta,2
431,@RUDHRANIN MITHRAN  tq bro,0
432,Hands off you bro 😍😍😍😍yannoda support appomum erukum bro ongaluku ethu conform bro niga pannuga bro aru vanthalum pathukalm😘😘,0
433,Vera leval thalaiva,0
434,Unnoda comments yochiga vaikuthu work panravangalum irukanga intha comments pakkra thirunangai ellorum nam samuthayathukana mariyathai nam thedavendum..nam ulaikga aarambithaal anaivarum namkku magudam sutta thayaara ah iruppargal vallvom vallnthu kaatuvom,3
435,"Crt pa.. oru thadava na 10 th padikum bothu, ena Thititanga Rmba, 1 week aluthn apo,,  ena thitunathu unmaiya agirum nu,,,, 😳😳😟,, evngala Mari epo pakum bothu, knjm relax a eruku.,, Evngala Mari yalarum erukanum...",0
436,Transgender kaiyadika matanuga 😂😂😂😂😂😂,0
437,Bro video super....; Scripted illanu nambura ungala...,0
438,sappatuku pathila manitha kaliva thinga sollunga ethuvum possible than,1
439,Akka love u ka...good heart,0
440,Dinu T kena paya maari pesra .no logic,0
441,@Kadhayalla Nijam  ama bro yn v2la ynoda mother sister lam ipdi irunthu naa pathathu illa athan solluran,0
442,Vera lvl 🔥 Nanba 🔥,0
443,TMP ARMY ❤️ HEART PLS👍,0
444,thuuuuuu keavalama iruku,1
445,Enaku last year Pallavaram railway station la nadanthuchu. Oru uncle kuttitu poi nalla mouth pottaru.,0
446,Super that Thirunangai super 🙏🙏🙏😊😊😊😊,0
447,Police nadavadikka edukka vendum,0
448,Akka love akka,0
449,Bharath kumar attitude?? Athu podra scene vomit varudhu.. Over alaparai iruku,0
450,Superda Vera level,0
451,Unga Nalla manasaku neega Nalla irupiga Akka,0
452,@Manikandan.. dai thevudiya payale yara paradesi nu solra .... pombala poriki thevudiya ........ Mariyatha kudutha mariyathaya pesanum ... othaaaa .... omala,0
453,"Ipadiye help pannuga bro na antha last video kkagave pakra unmayave nenga nalla irupinga,🤗🤗🤗🤗🤗",0
454,Antha Akka nalla irukanum🙏🙏,0
455,Edhu 100%poi ethuku neenga picha yadukalam podava kattitu,0
456,Antha akka mathrea nalla manasu yarukum irukathu .....❤️,0
457,Nee yaru pa....semma voice dear,0
458,Gay love la yethu true,1
459,Well said bro,0
460,Yabex buU. Love ma 😘😍😍😍,0
461,RPF police enna pannuthu?,0
462,Bro ella prank video lam paththapo naraya vairu valikka sirikka vaccenga; Entha video paththappo firstlah erunthu lost varaikum Kan kalangita😢😢😢,0
463,Bro unga channel members um vera level,0
464,Who is malini?,0
465,Koiyala iva ellaraiyum homer sexualized agituva...,1
466,@Balamurugan M  u nombar,0
467,Bro vera level,0
468,Salute lady .,0
469,Dai ... Sothikathingada,0
470,Waiting bro மரன  fun iraku,0
471,"Antha kulanthiha ungalie patha epadie nala valarum,nala yochi pesunga ulaham poratha  nenacha byamairukuthu",1
472,Vera level concept bro 👌congrats bro,0
473,Vera news illayaa,0
474,Vera level bro indha video kaga vae neenga nalla nelamaiku povinga nanba it's trueee👍,0
475,i don't like ur speech,0
476,Namakku rendukkume vazhi illa. Poi thoongalam.,0
477,Porike GA ethuga,0
478,Serpala adikanum......enga ponanulm ithuka tholla thanga mudila ...,2
479,Heart touching video Anna......akka neega dha kadavel,0
480,Jallikkattukaga poradna youngsters enga endha naayinga enga thooooooooo,0
481,RAJINI SUPERSTAR cancer for culture,0
482,Ne 1st straight ah naye....neeyum orunal innoru paiyan pinnadi pova,0
483,Awesome to see final last ending awesome words,0
484,Tirunangai than namala Poga vida Matamga etha ena pudhusa eruku,0
485,Lovely ya nanum Thirunangai tan,0
486,Is Meera Mithun transgender,0
487,Ama bro enna panrathu 😓😓😓,0
488,Suganga kk Suganya kk just call me bala ..i don't like calling me bro ...,0
489,And na ipo en partner kuda dhaan iruken ennoda partner uhm oru Lesbian dhaan Kerala la coming out aana person and en family k indha visyam therium and avanga accessories pannikkala ipovaraium 😭😭😭 but kandippa one day a avanga realise pannuvanga nu namburen .; Ellame sariyagidum oru naal kandippa 🤟🏻,3
490,Maduraila room podalama,0
491,Nalla pantringa Anna super,0
492,Ithu oru  Kevalam. Unarvugal endra Peyaril  Ithai niyaaya  padutha mudiyathu. Ithu  Oru oonam  allathu wrong sprit.,1
493,Mudiyathavangalukku help pantringa nalla irupinga,0
494,Anna spr vera leval anna part 2 poduga anna all tha best anna,0
495,Nejamavea na aluthute..🥺.nama aluguratha pathu ..avanga manasu kalanguthu.. ana . Namalalah . Avanga manasu eavlo kayam paturukum. Antha kayam maraiyathu . Ana mathalam . Plss avangalah asinga paduthathinga . Nama kaila oru ring podurathukula nallaruka nu than pathu poduro. Ana avanga enna analum parvala nu . Avangaluku putichatha panranga. Namalala athu mudiyathu. Purinchikonga pls .avangala asinga paduthathinga. Aprm nenga alanum💯,0
496,"Ellam ok di, nee ethana ponnu sootha nakkuna, ethana ponnu koothiya naakku pootta nu solludi, vaala palam, carrot thaana😹😹😹😹",1
497,@suganya Arumugam  unaku oru ponnu kudava kidaikala .so sad. Ok nee oru nalla paiyana parthu marriage panniko,0
498,"Nejamave sema,azhga irukinga 😍. Sisy",0
499,Dai avana ni.......😮,1
500,Ethu matuma bus LA singnla kasu kasu inu  ithunga thulla thangamudiyela,0
501,She's vera level,0
502,Full interview patten ada yenna kandravi uravu idu,1
503,Next level prank,0
504,Good job ever bro  💖,0
505,Malu super da ma👏👏👏,0
506,Ethanai railway policeyuku vedeo vi anupi vaikavum.namma nattula oru trainla kooda in tha kedu ketta naigalala nimmathiya payanam panna mudiyala.antha pichai edukkum nai pesugira pecha partheengala...ulachi sapda vendiyathu thana thuppooo,0
507,"Interview yedukkara ponnu konjam ; carefula irunthuko , ponnungaluku ponnungalae paathukaapu illa 😂😁😅😅",1
508,a ethu padu kavalam d pu,1
509,Enna Bro Ala vachiteenga paravala bro 😍😍😍😍,0
510,Dei asihiq nee Nalla varuvada..; English pesama olunga interview panninirukka machaa,0
511,kolanthai eduthu valakkumpothu antha kulantha valarumpothu ethanai avamabangala pakumunu theriuma muttal,0
512,Neega alugura maari nadika mothu enake aluga vandhidichi anna,0
513,Nice love you bro,0
514,Unakaga Na erukan nu soluraga paru.... 💓💓💓vara leval 💥💥,0
515,Thoooo ithuaam oru polapaa,0
516,Sema bro I love it,0
517,Sekkaram part 2 podungh bro feeling sad in my mind 😢,0
518,@life experience  FB I'd bro,0
519,Super pa but dont suspense pa,0
520,Samma super  vera laval actijng,0
521,+sathish kumar sathish kumar i am ram ellarum udal uravu pathi dan pesuranga varuthama iruku adyum kadandu sila vishayam iruku adu puriyala sila peruku correct aah,0
522,Super akka very nice,0
523,😂😂😂inga onnu ke vazhi illa ithula 2nd venummam😂😂😂,0
524,Tirunangai layum  ketavanga irukangala,0
525,@guru moorthi  fine u enna pandringa sapdacha,0
526,Ungalamari therunangai yalatha motha therunangaikalu ketta peru,4
527,Liptic Illa lipstick super pa,0
528,@El TIGER   school la padikalaya?,0
529,@Vasuki Devi  Hy Ithu Ippo Dhaan Ungaluku Theriyuma...?😀,0
530,3:10 ladyku pathil sollunga parpom...thavarana seyaluku muttu kodukka ninaipatu thavaru...,1
531,Anchor nenga pakka shreya ghoshal madhiriye irukinga 😁😁❤️,0
532,Andhe Ammavukku Oru Hats Off ; Super Super,0
533,@Madurai Thukku Durai  presence,0
534,Enna act ppaa Vera level acting 💥💥💥💥,0
535,@Mohammed Arshad  bro ore santhosama mum kuthukalama irukku dp photo 😂😅😅😁😆😄,0
536,Ithu scripted ah irunthalum sari illainaalum sari. But avanga pesunathu true words. Athukagavey channel ah subscribe pandren ❤ Ellarukum Feelings nu onnu irukum 💯❤💥,0
537,Yerkanave AIDS vanthuduchi pola,1
538,Idhu vaaya paathiya.. Periya laadu mathiri peasura... Ne lesbian or gay based on girl or boy.. yenga makkal yenga makkal nu peasadha ok va.. dog kuda boy to boys nu sex vachikudhu ninga andha arivu kuda ilama ipadi alayura.. thani manidha urimai na ne media la peasa kudadhu,1
539,@Maya Mithra  nee nalla docter ah parththittu vanthu varalaaru patti pesu... ithu aarampa nilai than kaaddinal sare aakidum,0
540,Ama ku two likes ahhhh... Jolly,0
541,Anna nenga enna ooru😍 i am salem unga big fan anna😍😍😍,0
542,Gotha neethandi Indha naatin sabakedu gommalakka ungala mothala kollanumdi thevadiyalugala chai😏🙄🙄🙄🙄,1
543,Sathiyama kan kalangeeta bro neenga nejama vera lvl bro actng,0
544,Indha madhiri pesura thirunangai galai arrest pannanum,0
545,Acho antha akka rmba anbanavanga...avangala ipdi emathitingale broo,0
546,Avlo feel panni soldraru... Ipadi takkunu bonda sollitiea ma...🤣🤣🤣,0
547,Balakrishnan k  ange ukkanthu irukkura ammbalaingalukkuthaan..bro,0
548,Fact fact idhukalam chaiii... Paavam aadhugala thittakudadhu samy kanna kuthirum vaaya kuthirumnu solli makkal muttal thanama nampitu irukaga... Bus stp la idhunga tholla thaanga mudila👿👿👿meratti kaasu vangudhunga jenmo... Sila per alaga velaikku poi polaikuraga... Sila jenmongatha ipd meratti kaasu vangi polaikudhunga... Adhum pasagata tha vaai pesunga mairuga..,2
